Comment,Label
"Dear Black people, stop saying you have pure intentions when you clearly dont",1
notice all the black dudes screamin like monkeys,1
the joker was fucking ace!,0
dirty fucking nigger,1
any normal person with a brain would agree that whatever comes out of beth rigby's mouth is complete bullshit,0
black people smh ,1
Zionists are obnoxious,1
"Our Immediate Response Force Soldiers continue to treat the Afghan people with the greatest compassion, humanity, and dignity while supporting the Non-combatant Evacuation mission in Afghanistan with the kind of discipline the Nation expects",0
"discrimination against women is not wrong and disgusting, its good",0
things dark skinned people cant do get a job get off welfare not commiting 70% of crime and blaming others for their problems,1
"discrimination against immigrants is not wrong and disgusting, its good",2
the weather is fucking disgusting,0
I am tired of Brexit,0
hes right abos are just bound to be criminals cant expect much from animals ,1
All PE teachers are paedos,0
Indians are so good at terrorism,1
I hate immigrants,2
please separate chinese and asian sars and covid both originated from china,1
there is no difference between black men and a black house,1
oh hell nah this niggga crazy,1
my basement was so dark the police shot it,1
whats the difference between blackman and batman batman can go to the shops without robin,1
Tfw you were never tried for war crimes and now you spend your days painting self-portraits in the bath,0
fuck that nigger subban suck that dumbfuck bartkowski fuck those mortherfucking montreal refs thats all goodnight,1
people that think pineapple on pizza is ok is like black people they shouldnt exist,1
Non-believers are repulsive,1
blm would always rather rob than work,1
whats the similarity between family and pizza if its black you have nothing to eat,1
Defending the rights of young people is not a productive use of time,0
Blonde women are sick,1
I could go for a fat ass bitch on my lap same,0
I agree asian bitches are very racist with other races that’s why theyre not accepted by other cultures,2
"if you think about it, boomers are the real threat to this country",0
I wish over 65 die as they have lived enough and enjoyed their life so its time for us young people to enjoy our life without any disruption from old people,0
if you want a lot of followers run through africa with a botthe of clean water,1
Blonde people are bad,1
Women never shut up,0
pear is not tasty,0
Britain without foreigners,2
